Step,polished-sweep-20,likely-sweep-19,sweepy-sweep-18,rare-sweep-17,sunny-sweep-16,playful-sweep-15,hopeful-sweep-14,floral-sweep-13,clean-sweep-12,playful-sweep-11,scarlet-sweep-7,skilled-sweep-9,exalted-sweep-10,driven-sweep-8,bumbling-sweep-6,magic-sweep-5,pretty-sweep-4,woven-sweep-3,prime-sweep-2,earthy-sweep-1
10,0.17897021770477295,0.17897021770477295,0.17897021770477295,0.17897021770477295,0.17897021770477295,0.03266340121626854,0.03266340121626854,0.03266340121626854,0.03266340121626854,0.03266340121626854,0.020528946071863174,0.020528946071863174,0.020528946071863174,0.020528946071863174,0.020528946071863174,0.00039017986273393035,0.00039017986273393035,0.00039017986273393035,0.00039017986273393035,0.00039017986273393035
11,0.13818217813968658,0.13818217813968658,0.13818217813968658,0.13818217813968658,0.13818217813968658,0.03210733085870743,0.03210733085870743,0.03210733085870743,0.03210733085870743,0.03210733085870743,0.011670451611280441,0.011670451611280441,0.011670451611280441,0.011670451611280441,0.011670451611280441,0.0003509340458549559,0.0003509340458549559,0.0003509340458549559,0.0003509340458549559,0.0003509340458549559
12,0.10905838012695312,0.10905838012695312,0.10905838012695312,0.10905838012695312,0.10905838012695312,0.03164050355553627,0.03164050355553627,0.03164050355553627,0.03164050355553627,0.03164050355553627,0.009112454950809479,0.009112454950809479,0.009112454950809479,0.009112454950809479,0.009112454950809479,0.00032123239361681044,0.00032123239361681044,0.00032123239361681044,0.00032123239361681044,0.00032123239361681044
13,0.08923140168190002,0.08923140168190002,0.08923140168190002,0.08923140168190002,0.08923140168190002,0.031219713389873505,0.031219713389873505,0.031219713389873505,0.031219713389873505,0.031219713389873505,0.008277365937829018,0.008277365937829018,0.008277365937829018,0.008277365937829018,0.008277365937829018,0.0002975300303660333,0.0002975300303660333,0.0002975300303660333,0.0002975300303660333,0.0002975300303660333
14,0.0760815441608429,0.0760815441608429,0.0760815441608429,0.0760815441608429,0.0760815441608429,0.030814290046691895,0.030814290046691895,0.030814290046691895,0.030814290046691895,0.030814290046691895,0.007714808452874422,0.007714808452874422,0.007714808452874422,0.007714808452874422,0.007714808452874422,0.00027786658029071987,0.00027786658029071987,0.00027786658029071987,0.00027786658029071987,0.00027786658029071987
15,0.0673336610198021,0.0673336610198021,0.0673336610198021,0.0673336610198021,0.0673336610198021,0.030394837260246277,0.030394837260246277,0.030394837260246277,0.030394837260246277,0.030394837260246277,0.007234732620418072,0.007234732620418072,0.007234732620418072,0.007234732620418072,0.007234732620418072,0.0002611165400594473,0.0002611165400594473,0.0002611165400594473,0.0002611165400594473,0.0002611165400594473
16,0.06133551895618439,0.06133551895618439,0.06133551895618439,0.06133551895618439,0.06133551895618439,0.02992108277976513,0.02992108277976513,0.02992108277976513,0.02992108277976513,0.02992108277976513,0.006765434984117746,0.006765434984117746,0.006765434984117746,0.006765434984117746,0.006765434984117746,0.000246618379605934,0.000246618379605934,0.000246618379605934,0.000246618379605934,0.000246618379605934
17,0.05702809616923332,0.05702809616923332,0.05702809616923332,0.05702809616923332,0.05702809616923332,0.029324911534786224,0.029324911534786224,0.029324911534786224,0.029324911534786224,0.029324911534786224,0.006258867215365171,0.006258867215365171,0.006258867215365171,0.006258867215365171,0.006258867215365171,0.00023397088807541877,0.00023397088807541877,0.00023397088807541877,0.00023397088807541877,0.00023397088807541877
18,0.053779665380716324,0.053779665380716324,0.053779665380716324,0.053779665380716324,0.053779665380716324,0.02847621776163578,0.02847621776163578,0.02847621776163578,0.02847621776163578,0.02847621776163578,0.005663036834448576,0.005663036834448576,0.005663036834448576,0.005663036834448576,0.005663036834448576,0.0002229110978078097,0.0002229110978078097,0.0002229110978078097,0.0002229110978078097,0.0002229110978078097
19,0.05122261121869087,0.05122261121869087,0.05122261121869087,0.05122261121869087,0.05122261121869087,0.027106836438179016,0.027106836438179016,0.027106836438179016,0.027106836438179016,0.027106836438179016,0.00491090165451169,0.00491090165451169,0.00491090165451169,0.00491090165451169,0.00491090165451169,0.00021324337285477668,0.00021324337285477668,0.00021324337285477668,0.00021324337285477668,0.00021324337285477668
20,0.04914012923836708,0.04914012923836708,0.04914012923836708,0.04914012923836708,0.04914012923836708,0.024675272405147552,0.024675272405147552,0.024675272405147552,0.024675272405147552,0.024675272405147552,0.003949438221752644,0.003949438221752644,0.003949438221752644,0.003949438221752644,0.003949438221752644,0.00020480042439885437,0.00020480042439885437,0.00020480042439885437,0.00020480042439885437,0.00020480042439885437
21,0.04739927500486374,0.04739927500486374,0.04739927500486374,0.04739927500486374,0.04739927500486374,0.020433908328413963,0.020433908328413963,0.020433908328413963,0.020433908328413963,0.020433908328413963,0.0028775751125067472,0.0028775751125067472,0.0028775751125067472,0.0028775751125067472,0.0028775751125067472,0.00019742782751563936,0.00019742782751563936,0.00019742782751563936,0.00019742782751563936,0.00019742782751563936
22,0.04591449350118637,0.04591449350118637,0.04591449350118637,0.04591449350118637,0.04591449350118637,0.01496032066643238,0.01496032066643238,0.01496032066643238,0.01496032066643238,0.01496032066643238,0.001998503925278783,0.001998503925278783,0.001998503925278783,0.001998503925278783,0.001998503925278783,0.0001909796119434759,0.0001909796119434759,0.0001909796119434759,0.0001909796119434759,0.0001909796119434759
23,0.04462815448641777,0.04462815448641777,0.04462815448641777,0.04462815448641777,0.04462815448641777,0.011139880865812302,0.011139880865812302,0.011139880865812302,0.011139880865812302,0.011139880865812302,0.0014493648195639253,0.0014493648195639253,0.0014493648195639253,0.0014493648195639253,0.0014493648195639253,0.00018531846581026912,0.00018531846581026912,0.00018531846581026912,0.00018531846581026912,0.00018531846581026912
24,0.04349977895617485,0.04349977895617485,0.04349977895617485,0.04349977895617485,0.04349977895617485,0.009493579156696796,0.009493579156696796,0.009493579156696796,0.009493579156696796,0.009493579156696796,0.0011235078563913703,0.0011235078563913703,0.0011235078563913703,0.0011235078563913703,0.0011235078563913703,0.00018031882063951343,0.00018031882063951343,0.00018031882063951343,0.00018031882063951343,0.00018031882063951343
25,0.04249989986419678,0.04249989986419678,0.04249989986419678,0.04249989986419678,0.04249989986419678,0.008759750053286552,0.008759750053286552,0.008759750053286552,0.008759750053286552,0.008759750053286552,0.0009242651285603642,0.0009242651285603642,0.0009242651285603642,0.0009242651285603642,0.0009242651285603642,0.0001758684666128829,0.0001758684666128829,0.0001758684666128829,0.0001758684666128829,0.0001758684666128829
26,0.04160631448030472,0.04160631448030472,0.04160631448030472,0.04160631448030472,0.04160631448030472,0.008311310783028603,0.008311310783028603,0.008311310783028603,0.008311310783028603,0.008311310783028603,0.0007970370352268219,0.0007970370352268219,0.0007970370352268219,0.0007970370352268219,0.0007970370352268219,0.0001718712883302942,0.0001718712883302942,0.0001718712883302942,0.0001718712883302942,0.0001718712883302942
27,0.04080188646912575,0.04080188646912575,0.04080188646912575,0.04080188646912575,0.04080188646912575,0.007961477153003216,0.007961477153003216,0.007961477153003216,0.007961477153003216,0.007961477153003216,0.0007096620392985642,0.0007096620392985642,0.0007096620392985642,0.0007096620392985642,0.0007096620392985642,0.00016824771591927856,0.00016824771591927856,0.00016824771591927856,0.00016824771591927856,0.00016824771591927856
28,0.04007309675216675,0.04007309675216675,0.04007309675216675,0.04007309675216675,0.04007309675216675,0.007652700878679752,0.007652700878679752,0.007652700878679752,0.007652700878679752,0.007652700878679752,0.000644555373582989,0.000644555373582989,0.000644555373582989,0.000644555373582989,0.000644555373582989,0.0001649348996579647,0.0001649348996579647,0.0001649348996579647,0.0001649348996579647,0.0001649348996579647
29,0.039409078657627106,0.039409078657627106,0.039409078657627106,0.039409078657627106,0.039409078657627106,0.007361330091953278,0.007361330091953278,0.007361330091953278,0.007361330091953278,0.007361330091953278,0.0005927261663600802,0.0005927261663600802,0.0005927261663600802,0.0005927261663600802,0.0005927261663600802,0.00016188521112781018,0.00016188521112781018,0.00016188521112781018,0.00016188521112781018,0.00016188521112781018
30,0.03880104795098305,0.03880104795098305,0.03880104795098305,0.03880104795098305,0.03880104795098305,0.007074075751006603,0.007074075751006603,0.007074075751006603,0.007074075751006603,0.007074075751006603,0.0005495824734680355,0.0005495824734680355,0.0005495824734680355,0.0005495824734680355,0.0005495824734680355,0.00015906312910374254,0.00015906312910374254,0.00015906312910374254,0.00015906312910374254,0.00015906312910374254
31,0.03824179992079735,0.03824179992079735,0.03824179992079735,0.03824179992079735,0.03824179992079735,0.006781427655369043,0.006781427655369043,0.006781427655369043,0.006781427655369043,0.006781427655369043,0.0005126268952153623,0.0005126268952153623,0.0005126268952153623,0.0005126268952153623,0.0005126268952153623,0.00015644251834601164,0.00015644251834601164,0.00015644251834601164,0.00015644251834601164,0.00015644251834601164
32,0.03772543743252754,0.03772543743252754,0.03772543743252754,0.03772543743252754,0.03772543743252754,0.0064752665348351,0.0064752665348351,0.0064752665348351,0.0064752665348351,0.0064752665348351,0.00048036492080427706,0.00048036492080427706,0.00048036492080427706,0.00048036492080427706,0.00048036492080427706,0.00015400274423882365,0.00015400274423882365,0.00015400274423882365,0.00015400274423882365,0.00015400274423882365
33,0.03724706172943115,0.03724706172943115,0.03724706172943115,0.03724706172943115,0.03724706172943115,0.00614787545055151,0.00614787545055151,0.00614787545055151,0.00614787545055151,0.00614787545055151,0.00045181933091953397,0.00045181933091953397,0.00045181933091953397,0.00045181933091953397,0.00045181933091953397,0.00015172634448390454,0.00015172634448390454,0.00015172634448390454,0.00015172634448390454,0.00015172634448390454
34,0.036802615970373154,0.036802615970373154,0.036802615970373154,0.036802615970373154,0.036802615970373154,0.005791588220745325,0.005791588220745325,0.005791588220745325,0.005791588220745325,0.005791588220745325,0.00042630539974197745,0.00042630539974197745,0.00042630539974197745,0.00042630539974197745,0.00042630539974197745,0.00014959703548811376,0.00014959703548811376,0.00014959703548811376,0.00014959703548811376,0.00014959703548811376
35,0.03638873249292374,0.03638873249292374,0.03638873249292374,0.03638873249292374,0.03638873249292374,0.00539883878082037,0.00539883878082037,0.00539883878082037,0.00539883878082037,0.00539883878082037,0.00040332067874260247,0.00040332067874260247,0.00040332067874260247,0.00040332067874260247,0.00040332067874260247,0.0001475991157349199,0.0001475991157349199,0.0001475991157349199,0.0001475991157349199,0.0001475991157349199
36,0.03600258007645607,0.03600258007645607,0.03600258007645607,0.03600258007645607,0.03600258007645607,0.004962600767612457,0.004962600767612457,0.004962600767612457,0.004962600767612457,0.004962600767612457,0.0003824845771305263,0.0003824845771305263,0.0003824845771305263,0.0003824845771305263,0.0003824845771305263,0.00014571727660950273,0.00014571727660950273,0.00014571727660950273,0.00014571727660950273,0.00014571727660950273
37,0.03564178943634033,0.03564178943634033,0.03564178943634033,0.03564178943634033,0.03564178943634033,0.004477549809962511,0.004477549809962511,0.004477549809962511,0.004477549809962511,0.004477549809962511,0.0003635026514530182,0.0003635026514530182,0.0003635026514530182,0.0003635026514530182,0.0003635026514530182,0.00014393705350812525,0.00014393705350812525,0.00014393705350812525,0.00014393705350812525,0.00014393705350812525
38,0.03530431538820267,0.03530431538820267,0.03530431538820267,0.03530431538820267,0.03530431538820267,0.003942834213376045,0.003942834213376045,0.003942834213376045,0.003942834213376045,0.003942834213376045,0.0003461438464000821,0.0003461438464000821,0.0003461438464000821,0.0003461438464000821,0.0003461438464000821,0.0001422453933628276,0.0001422453933628276,0.0001422453933628276,0.0001422453933628276,0.0001422453933628276
39,0.034988418221473694,0.034988418221473694,0.034988418221473694,0.034988418221473694,0.034988418221473694,0.003367710392922163,0.003367710392922163,0.003367710392922163,0.003367710392922163,0.003367710392922163,0.00033022387651726604,0.00033022387651726604,0.00033022387651726604,0.00033022387651726604,0.00033022387651726604,0.0001406306546414271,0.0001406306546414271,0.0001406306546414271,0.0001406306546414271,0.0001406306546414271
40,0.034692540764808655,0.034692540764808655,0.034692540764808655,0.034692540764808655,0.034692540764808655,0.0027792726177722216,0.0027792726177722216,0.0027792726177722216,0.0027792726177722216,0.0027792726177722216,0.0003155943413730711,0.0003155943413730711,0.0003155943413730711,0.0003155943413730711,0.0003155943413730711,0.000139082912937738,0.000139082912937738,0.000139082912937738,0.000139082912937738,0.000139082912937738
41,0.03441533073782921,0.03441533073782921,0.03441533073782921,0.03441533073782921,0.03441533073782921,0.002225032076239586,0.002225032076239586,0.002225032076239586,0.002225032076239586,0.002225032076239586,0.0003021345182787627,0.0003021345182787627,0.0003021345182787627,0.0003021345182787627,0.0003021345182787627,0.0001375940046273172,0.0001375940046273172,0.0001375940046273172,0.0001375940046273172,0.0001375940046273172
42,0.034155525267124176,0.034155525267124176,0.034155525267124176,0.034155525267124176,0.034155525267124176,0.001758248545229435,0.001758248545229435,0.001758248545229435,0.001758248545229435,0.001758248545229435,0.00028974321321584284,0.00028974321321584284,0.00028974321321584284,0.00028974321321584284,0.00028974321321584284,0.00013615725038107485,0.00013615725038107485,0.00013615725038107485,0.00013615725038107485,0.00013615725038107485
43,0.03391195088624954,0.03391195088624954,0.03391195088624954,0.03391195088624954,0.03391195088624954,0.0014084101421758533,0.0014084101421758533,0.0014084101421758533,0.0014084101421758533,0.0014084101421758533,0.0002783349482342601,0.0002783349482342601,0.0002783349482342601,0.0002783349482342601,0.0002783349482342601,0.00013476745516527444,0.00013476745516527444,0.00013476745516527444,0.00013476745516527444,0.00013476745516527444
44,0.03368350490927696,0.03368350490927696,0.03368350490927696,0.03368350490927696,0.03368350490927696,0.0011663121404126287,0.0011663121404126287,0.0011663121404126287,0.0011663121404126287,0.0011663121404126287,0.0002678342571016401,0.0002678342571016401,0.0002678342571016401,0.0002678342571016401,0.0002678342571016401,0.0001334206754108891,0.0001334206754108891,0.0001334206754108891,0.0001334206754108891,0.0001334206754108891
45,0.03346912935376167,0.03346912935376167,0.03346912935376167,0.03346912935376167,0.03346912935376167,0.0010011461563408375,0.0010011461563408375,0.0010011461563408375,0.0010011461563408375,0.0010011461563408375,0.00025817399728111923,0.00025817399728111923,0.00025817399728111923,0.00025817399728111923,0.00025817399728111923,0.00013211423356551677,0.00013211423356551677,0.00013211423356551677,0.00013211423356551677,0.00013211423356551677
46,0.033267781138420105,0.033267781138420105,0.033267781138420105,0.033267781138420105,0.033267781138420105,0.0008842949173413217,0.0008842949173413217,0.0008842949173413217,0.0008842949173413217,0.0008842949173413217,0.00024929147912189364,0.00024929147912189364,0.00024929147912189364,0.00024929147912189364,0.00024929147912189364,0.00013084636884741485,0.00013084636884741485,0.00013084636884741485,0.00013084636884741485,0.00013084636884741485
47,0.03307843580842018,0.03307843580842018,0.03307843580842018,0.03307843580842018,0.03307843580842018,0.0007972687017172575,0.0007972687017172575,0.0007972687017172575,0.0007972687017172575,0.0007972687017172575,0.00024112770915962756,0.00024112770915962756,0.00024112770915962756,0.00024112770915962756,0.00024112770915962756,0.0001296162372455001,0.0001296162372455001,0.0001296162372455001,0.0001296162372455001,0.0001296162372455001
48,0.03290010616183281,0.03290010616183281,0.03290010616183281,0.03290010616183281,0.03290010616183281,0.0007293651578947902,0.0007293651578947902,0.0007293651578947902,0.0007293651578947902,0.0007293651578947902,0.0002336258185096085,0.0002336258185096085,0.0002336258185096085,0.0002336258185096085,0.0002336258185096085,0.00012842404248658568,0.00012842404248658568,0.00012842404248658568,0.00012842404248658568,0.00012842404248658568
49,0.0327317975461483,0.0327317975461483,0.0327317975461483,0.0327317975461483,0.0327317975461483,0.0006743347621522844,0.0006743347621522844,0.0006743347621522844,0.0006743347621522844,0.0006743347621522844,0.00022673151397611946,0.00022673151397611946,0.00022673151397611946,0.00022673151397611946,0.00022673151397611946,0.00012727046851068735,0.00012727046851068735,0.00012727046851068735,0.00012727046851068735,0.00012727046851068735
50,0.03257255628705025,0.03257255628705025,0.03257255628705025,0.03257255628705025,0.03257255628705025,0.000628386449534446,0.000628386449534446,0.000628386449534446,0.000628386449534446,0.000628386449534446,0.00022039211762603372,0.00022039211762603372,0.00022039211762603372,0.00022039211762603372,0.00022039211762603372,0.0001261567958863452,0.0001261567958863452,0.0001261567958863452,0.0001261567958863452,0.0001261567958863452
51,0.032421454787254333,0.032421454787254333,0.032421454787254333,0.032421454787254333,0.032421454787254333,0.0005891292239539325,0.0005891292239539325,0.0005891292239539325,0.0005891292239539325,0.0005891292239539325,0.00021455764363054186,0.00021455764363054186,0.00021455764363054186,0.00021455764363054186,0.00021455764363054186,0.00012508482905104756,0.00012508482905104756,0.00012508482905104756,0.00012508482905104756,0.00012508482905104756
52,0.032277580350637436,0.032277580350637436,0.032277580350637436,0.032277580350637436,0.032277580350637436,0.000554995029233396,0.000554995029233396,0.000554995029233396,0.000554995029233396,0.000554995029233396,0.0002091804490191862,0.0002091804490191862,0.0002091804490191862,0.0002091804490191862,0.0002091804490191862,0.00012405659072101116,0.00012405659072101116,0.00012405659072101116,0.00012405659072101116,0.00012405659072101116
53,0.03214007616043091,0.03214007616043091,0.03214007616043091,0.03214007616043091,0.03214007616043091,0.0005249119712971151,0.0005249119712971151,0.0005249119712971151,0.0005249119712971151,0.0005249119712971151,0.00020421626686584204,0.00020421626686584204,0.00020421626686584204,0.00020421626686584204,0.00020421626686584204,0.00012307408906053752,0.00012307408906053752,0.00012307408906053752,0.00012307408906053752,0.00012307408906053752
54,0.03200812637805939,0.03200812637805939,0.03200812637805939,0.03200812637805939,0.03200812637805939,0.0004981181118637323,0.0004981181118637323,0.0004981181118637323,0.0004981181118637323,0.0004981181118637323,0.00019962398800998926,0.00019962398800998926,0.00019962398800998926,0.00019962398800998926,0.00019962398800998926,0.00012213908485136926,0.00012213908485136926,0.00012213908485136926,0.00012213908485136926,0.00012213908485136926
55,0.0318809449672699,0.0318809449672699,0.0318809449672699,0.0318809449672699,0.0318809449672699,0.0004740492149721831,0.0004740492149721831,0.0004740492149721831,0.0004740492149721831,0.0004740492149721831,0.0001953659811988473,0.0001953659811988473,0.0001953659811988473,0.0001953659811988473,0.0001953659811988473,0.0001212531715282239,0.0001212531715282239,0.0001212531715282239,0.0001212531715282239,0.0001212531715282239
56,0.031757816672325134,0.031757816672325134,0.031757816672325134,0.031757816672325134,0.031757816672325134,0.0004522755043581128,0.0004522755043581128,0.0004522755043581128,0.0004522755043581128,0.0004522755043581128,0.0001914082677103579,0.0001914082677103579,0.0001914082677103579,0.0001914082677103579,0.0001914082677103579,0.00012041723675793037,0.00012041723675793037,0.00012041723675793037,0.00012041723675793037,0.00012041723675793037
57,0.03163805603981018,0.03163805603981018,0.03163805603981018,0.03163805603981018,0.03163805603981018,0.00043245989945717156,0.00043245989945717156,0.00043245989945717156,0.00043245989945717156,0.00043245989945717156,0.00018772024486679584,0.00018772024486679584,0.00018772024486679584,0.00018772024486679584,0.00018772024486679584,0.00011963144788751379,0.00011963144788751379,0.00011963144788751379,0.00011963144788751379,0.00011963144788751379
58,0.0315210185945034,0.0315210185945034,0.0315210185945034,0.0315210185945034,0.0315210185945034,0.0004143341211602092,0.0004143341211602092,0.0004143341211602092,0.0004143341211602092,0.0004143341211602092,0.0001842744677560404,0.0001842744677560404,0.0001842744677560404,0.0001842744677560404,0.0001842744677560404,0.00011889537563547492,0.00011889537563547492,0.00011889537563547492,0.00011889537563547492,0.00011889537563547492
59,0.03140610083937645,0.03140610083937645,0.03140610083937645,0.03140610083937645,0.03140610083937645,0.000397680327296257,0.000397680327296257,0.000397680327296257,0.000397680327296257,0.000397680327296257,0.00018104701302945614,0.00018104701302945614,0.00018104701302945614,0.00018104701302945614,0.00018104701302945614,0.0001182078558485955,0.0001182078558485955,0.0001182078558485955,0.0001182078558485955,0.0001182078558485955
60,0.03129271790385246,0.03129271790385246,0.03129271790385246,0.03129271790385246,0.03129271790385246,0.0003823197621386498,0.0003823197621386498,0.0003823197621386498,0.0003823197621386498,0.0003823197621386498,0.00017801637295633554,0.00017801637295633554,0.00017801637295633554,0.00017801637295633554,0.00017801637295633554,0.00011756709136534482,0.00011756709136534482,0.00011756709136534482,0.00011756709136534482,0.00011756709136534482
61,0.031180305406451225,0.031180305406451225,0.031180305406451225,0.031180305406451225,0.031180305406451225,0.00036810425808653235,0.00036810425808653235,0.00036810425808653235,0.00036810425808653235,0.00036810425808653235,0.00017516367370262742,0.00017516367370262742,0.00017516367370262742,0.00017516367370262742,0.00017516367370262742,0.00011697091395035386,0.00011697091395035386,0.00011697091395035386,0.00011697091395035386,0.00011697091395035386
62,0.031068304553627968,0.031068304553627968,0.031068304553627968,0.031068304553627968,0.031068304553627968,0.0003549105895217508,0.0003549105895217508,0.0003549105895217508,0.0003549105895217508,0.0003549105895217508,0.0001724723697407171,0.0001724723697407171,0.0001724723697407171,0.0001724723697407171,0.0001724723697407171,0.00011641666787909344,0.00011641666787909344,0.00011641666787909344,0.00011641666787909344,0.00011641666787909344
63,0.03095613606274128,0.03095613606274128,0.03095613606274128,0.03095613606274128,0.03095613606274128,0.0003426346811465919,0.0003426346811465919,0.0003426346811465919,0.0003426346811465919,0.0003426346811465919,0.00016992789460346103,0.00016992789460346103,0.00016992789460346103,0.00016992789460346103,0.00016992789460346103,0.00011590156645979732,0.00011590156645979732,0.00011590156645979732,0.00011590156645979732,0.00011590156645979732
64,0.030843200162053108,0.030843200162053108,0.030843200162053108,0.030843200162053108,0.030843200162053108,0.00033118773717433214,0.00033118773717433214,0.00033118773717433214,0.00033118773717433214,0.00033118773717433214,0.00016751732619013637,0.00016751732619013637,0.00016751732619013637,0.00016751732619013637,0.00016751732619013637,0.0001154227793449536,0.0001154227793449536,0.0001154227793449536,0.0001154227793449536,0.0001154227793449536
65,0.03072885423898697,0.03072885423898697,0.03072885423898697,0.03072885423898697,0.03072885423898697,0.00032049347646534443,0.00032049347646534443,0.00032049347646534443,0.00032049347646534443,0.00032049347646534443,0.00016522941587027162,0.00016522941587027162,0.00016522941587027162,0.00016522941587027162,0.00016522941587027162,0.00011497751984279603,0.00011497751984279603,0.00011497751984279603,0.00011497751984279603,0.00011497751984279603
66,0.030612392351031303,0.030612392351031303,0.030612392351031303,0.030612392351031303,0.030612392351031303,0.00031048632808960974,0.00031048632808960974,0.00031048632808960974,0.00031048632808960974,0.00031048632808960974,0.0001630541228223592,0.0001630541228223592,0.0001630541228223592,0.0001630541228223592,0.0001630541228223592,0.00011857162462547421,0.00011857162462547421,0.00011857162462547421,0.00011857162462547421,0.00011857162462547421
67,0.03049301542341709,0.03049301542341709,0.03049301542341709,0.03049301542341709,0.03049301542341709,0.0003011085791513324,0.0003011085791513324,0.0003011085791513324,0.0003011085791513324,0.0003011085791513324,0.00016098270134534687,0.00016098270134534687,0.00016098270134534687,0.00016098270134534687,0.00016098270134534687,0.00011496549268485978,0.00011496549268485978,0.00011496549268485978,0.00011496549268485978,0.00011496549268485978
68,0.030369805172085762,0.030369805172085762,0.030369805172085762,0.030369805172085762,0.030369805172085762,0.0002923093270510435,0.0002923093270510435,0.0002923093270510435,0.0002923093270510435,0.0002923093270510435,0.00015900713333394378,0.00015900713333394378,0.00015900713333394378,0.00015900713333394378,0.00015900713333394378,0.00011418102803872898,0.00011418102803872898,0.00011418102803872898,0.00011418102803872898,0.00011418102803872898
69,0.030241709202528,0.030241709202528,0.030241709202528,0.030241709202528,0.030241709202528,0.00028404363547451794,0.00028404363547451794,0.00028404363547451794,0.00028404363547451794,0.00028404363547451794,0.00015712057938799262,0.00015712057938799262,0.00015712057938799262,0.00015712057938799262,0.00015712057938799262,0.00011383850505808368,0.00011383850505808368,0.00011383850505808368,0.00011383850505808368,0.00011383850505808368
70,0.030107496306300163,0.030107496306300163,0.030107496306300163,0.030107496306300163,0.030107496306300163,0.0002762711083050817,0.0002762711083050817,0.0002762711083050817,0.0002762711083050817,0.0002762711083050817,0.00015531666576862335,0.00015531666576862335,0.00015531666576862335,0.00015531666576862335,0.00015531666576862335,0.00011353375157341361,0.00011353375157341361,0.00011353375157341361,0.00011353375157341361,0.00011353375157341361
